127,Maple Street,Annapolis,MD,21400,2008-05-11
129,Oak Drive,Carson City,NV,89701,2008-05-13
131,Queen Ann Drive,Salem,OR,97301,2008-05-15
133,Stoney Way,Austin,TX,73301,2008-05-17
135,University Lane,Richmond,VA,23173-1823,2008-05-19
137,Willow Road,Charleston,WV,25300,2008-05-21
139,Bowery Estates,Montgomery,AL,36100,2008-05-23
141,Dogwood Drive,Sacramento,CA,94203,2008-05-25
143,Fir Street,Washington,DC,20510-0001,2008-05-27
145,The Highlands,Atlanta,GA,30026,2008-05-29
147,James Road,Springfield,IL,62700,2008-05-31
149,Larch Mont Road,Boston,MA,02138-7190,2008-06-02
151,New Pike Road,Trenton,NJ,8600,2008-06-04
153,Pine Place,Albany,NY,12200-2837,2008-06-06
155,Race Track Road,Harrisburg,PA,17100,2008-06-08
157,Tamarack Road,Salt Lake City,UT,84100,2008-06-10
159,Valley Road,Olympia,WA,98507,2008-06-12
161,Apple Lane,Juneau,AK,99801,2008-06-14
163,Cannery Row,Phoenix,AZ,85011,2008-06-16
165,Elm Street,Denver,CO,80201,2008-06-18
167,Goshen Road,Tallahassee,FL,32301,2008-06-20
169,Island Drive,Honolulu,HI,96800-3017,2008-06-22
171,King Street,Baton Rouge,LA,70800,2008-06-24
173,Maple Street,Annapolis,MD,21400,2008-06-26
175,Oak Drive,Carson City,NV,89701,2008-06-28
177,Queen Ann Drive,Salem,OR,97301,2008-06-30
179,Stoney Way,Austin,TX,73301,2008-07-02
181,University Lane,Richmond,VA,23173-1823,2008-07-04
183,Willow Road,Charleston,WV,25300,2008-07-06
185,Bowery Estates,Montgomery,AL,36100,2008-07-08
187,Dogwood Drive,Sacramento,CA,94203,2008-07-10
189,Fir Street,Washington,DC,20510-0001,2008-07-12
191,The Highlands,Atlanta,GA,30026,2008-07-14
193,James Road,Springfield,IL,62700,2008-07-16
195,Larch Mont Road,Boston,MA,02138-7190,2008-07-18
197,New Pike Road,Trenton,NJ,8600,2008-07-20
199,Pine Place,Albany,NY,12200-2837,2008-07-22
201,Race Track Road,Harrisburg,PA,17100,2008-07-24
203,Tamarack Road,Salt Lake City,UT,84100,2008-07-26
205,Valley Road,Olympia,WA,98507,2008-07-28
207,Apple Lane,Juneau,AK,99801,2008-07-30
209,Cannery Row,Phoenix,AZ,85011,2008-08-01
211,Elm Street,Denver,CO,80201,2008-08-03
213,Goshen Road,Tallahassee,FL,32301,2008-08-05
215,Island Drive,Honolulu,HI,96800-3017,2008-08-07
217,King Street,Baton Rouge,LA,70800,2008-08-09
219,Maple Street,Annapolis,MD,21400,2008-08-11
221,Oak Drive,Carson City,NV,89701,2008-08-13
223,Queen Ann Drive,Salem,OR,97301,2008-08-15
225,Stoney Way,Austin,TX,73301,2008-08-17
227,University Lane,Richmond,VA,23173-1823,2008-08-19
229,Willow Road,Charleston,WV,25300,2008-08-21
231,Bowery Estates,Montgomery,AL,36100,2008-08-23
233,Dogwood Drive,Sacramento,CA,94203,2008-08-25
235,Fir Street,Washington,DC,20510-0001,2008-08-27
237,The Highlands,Atlanta,GA,30026,2008-08-29
239,James Road,Springfield,IL,62700,2008-08-31
241,Larch Mont Road,Boston,MA,02138-7190,2008-09-02
243,New Pike Road,Trenton,NJ,8600,2008-09-04
245,Pine Place,Albany,NY,12200-2837,2008-09-06
247,Race Track Road,Harrisburg,PA,17100,2008-09-08
249,Tamarack Road,Salt Lake City,UT,84100,2008-09-10
251,Valley Road,Olympia,WA,98507,2008-09-12
253,Apple Lane,Juneau,AK,99801,2008-09-14
255,Cannery Row,Phoenix,AZ,85011,2008-09-16
257,Elm Street,Denver,CO,80201,2008-09-18
259,Goshen Road,Tallahassee,FL,32301,2008-09-20
261,Island Drive,Honolulu,HI,96800-3017,2008-09-22
263,King Street,Baton Rouge,LA,70800,2008-09-24
265,Maple Street,Annapolis,MD,21400,2008-09-26
267,Oak Drive,Carson City,NV,89701,2008-09-28
269,Queen Ann Drive,Salem,OR,97301,2008-09-30
271,Stoney Way,Austin,TX,73301,2008-10-02
273,University Lane,Richmond,VA,23173-1823,2008-10-04
275,Willow Road,Charleston,WV,25300,2008-10-06
277,Bowery Estates,Montgomery,AL,36100,2008-10-08
279,Dogwood Drive,Sacramento,CA,94203,2008-10-10
281,Fir Street,Washington,DC,20510-0001,2008-10-12
283,The Highlands,Atlanta,GA,30026,2008-10-14
285,James Road,Springfield,IL,62700,2008-10-16
287,Larch Mont Road,Boston,MA,02138-7190,2008-10-18
289,New Pike Road,Trenton,NJ,8600,2008-10-20
291,Pine Place,Albany,NY,12200-2837,2008-10-22
293,Race Track Road,Harrisburg,PA,17100,2008-10-24
295,Tamarack Road,Salt Lake City,UT,84100,2008-10-26
297,Valley Road,Olympia,WA,98507,2008-10-28
299,Apple Lane,Juneau,AK,99801,2008-10-30
301,Cannery Row,Phoenix,AZ,85011,2008-11-01
303,Elm Street,Denver,CO,80201,2008-11-03
305,Goshen Road,Tallahassee,FL,32301,2008-11-05
307,Island Drive,Honolulu,HI,96800-3017,2008-11-07
309,King Street,Baton Rouge,LA,70800,2008-11-09
311,Maple Street,Annapolis,MD,21400,2008-11-11
313,Oak Drive,Carson City,NV,89701,2008-11-13
315,Queen Ann Drive,Salem,OR,97301,2008-11-15
317,Stoney Way,Austin,TX,73301,2008-11-17
319,University Lane,Richmond,VA,23173-1823,2008-11-19
321,Willow Road,Charleston,WV,25300,2008-11-21
323,Bowery Estates,Montgomery,AL,36100,2008-11-23
325,Dogwood Drive,Sacramento,CA,94203,2008-11-25
327,Fir Street,Washington,DC,20510-0001,2008-11-27
329,The Highlands,Atlanta,GA,30026,2008-11-29
331,James Road,Springfield,IL,62700,2008-12-01
333,Larch Mont Road,Boston,MA,02138-7190,2008-12-03
335,New Pike Road,Trenton,NJ,8600,2008-12-05
337,Pine Place,Albany,NY,12200-2837,2008-12-07
339,Race Track Road,Harrisburg,PA,17100,2008-12-09
341,Tamarack Road,Salt Lake City,UT,84100,2008-12-11
343,Valley Road,Olympia,WA,98507,2008-12-13
345,Apple Lane,Juneau,AK,99801,2008-12-15
347,Cannery Row,Phoenix,AZ,85011,2008-12-17
349,Elm Street,Denver,CO,80201,2008-12-19
351,Goshen Road,Tallahassee,FL,32301,2008-12-21
353,Island Drive,Honolulu,HI,96800-3017,2008-12-23
355,King Street,Baton Rouge,LA,70800,2008-12-25
357,Maple Street,Annapolis,MD,21400,2008-12-27
359,Oak Drive,Carson City,NV,89701,2008-12-29
361,Queen Ann Drive,Salem,OR,97301,2008-12-31
363,Stoney Way,Austin,TX,73301,2009-01-02
365,University Lane,Richmond,VA,23173-1823,2008-01-05
367,Willow Road,Charleston,WV,25300,2008-01-07
369,Bowery Estates,Montgomery,AL,36100,2008-01-09
371,Dogwood Drive,Sacramento,CA,94203,2008-01-11
373,Fir Street,Washington,DC,20510-0001,2008-01-13
375,The Highlands,Atlanta,GA,30026,2008-01-15
377,James Road,Springfield,IL,62700,2008-01-17
379,Larch Mont Road,Boston,MA,02138-7190,2008-01-19
381,New Pike Road,Trenton,NJ,8600,2008-01-21
383,Pine Place,Albany,NY,12200-2837,2008-01-23
385,Race Track Road,Harrisburg,PA,17100,2008-01-25
387,Tamarack Road,Salt Lake City,UT,84100,2008-01-27
389,Valley Road,Olympia,WA,98507,2008-01-29
391,Apple Lane,Juneau,AK,99801,2008-01-31
393,Cannery Row,Phoenix,AZ,85011,2008-02-02
395,Elm Street,Denver,CO,80201,2008-02-04
397,Goshen Road,Tallahassee,FL,32301,2008-02-06
399,Island Drive,Honolulu,HI,96800-3017,2008-02-08
401,King Street,Baton Rouge,LA,70800,2008-02-10
403,Maple Street,Annapolis,MD,21400,2008-02-12
405,Oak Drive,Carson City,NV,89701,2008-02-14
407,Queen Ann Drive,Salem,OR,97301,2008-02-16
409,Stoney Way,Austin,TX,73301,2008-02-18
411,University Lane,Richmond,VA,23173-1823,2008-02-20
413,Willow Road,Charleston,WV,25300,2008-02-22
415,Bowery Estates,Montgomery,AL,36100,2008-02-24
417,Dogwood Drive,Sacramento,CA,94203,2008-02-26
419,Fir Street,Washington,DC,20510-0001,2008-02-28
421,The Highlands,Atlanta,GA,30026,2008-03-01
423,James Road,Springfield,IL,62700,2008-03-03
425,Larch Mont Road,Boston,MA,02138-7190,2008-03-05
427,New Pike Road,Trenton,NJ,8600,2008-03-07
429,Pine Place,Albany,NY,12200-2837,2008-03-09
431,Race Track Road,Harrisburg,PA,17100,2008-03-11
433,Tamarack Road,Salt Lake City,UT,84100,2008-03-13
435,Valley Road,Olympia,WA,98507,2008-03-15
437,Apple Lane,Juneau,AK,99801,2008-03-17
439,Cannery Row,Phoenix,AZ,85011,2008-03-19
441,Elm Street,Denver,CO,80201,2008-03-21
443,Goshen Road,Tallahassee,FL,32301,2008-03-23
445,Island Drive,Honolulu,HI,96800-3017,2008-03-25
447,King Street,Baton Rouge,LA,70800,2008-03-27
449,Maple Street,Annapolis,MD,21400,2008-03-29
451,Oak Drive,Carson City,NV,89701,2008-03-31
453,Queen Ann Drive,Salem,OR,97301,2008-04-02
455,Stoney Way,Austin,TX,73301,2008-04-04
457,University Lane,Richmond,VA,23173-1823,2008-04-06
459,Willow Road,Charleston,WV,25300,2008-04-08
461,Bowery Estates,Montgomery,AL,36100,2008-04-10
463,Dogwood Drive,Sacramento,CA,94203,2008-04-12
465,Fir Street,Washington,DC,20510-0001,2008-04-14
467,The Highlands,Atlanta,GA,30026,2008-04-16
469,James Road,Springfield,IL,62700,2008-04-18
471,Larch Mont Road,Boston,MA,02138-7190,2008-04-20
473,New Pike Road,Trenton,NJ,8600,2008-04-22
475,Pine Place,Albany,NY,12200-2837,2008-04-24
477,Race Track Road,Harrisburg,PA,17100,2008-04-26
479,Tamarack Road,Salt Lake City,UT,84100,2008-04-28
481,Valley Road,Olympia,WA,98507,2008-04-30
483,Apple Lane,Juneau,AK,99801,2008-05-02
485,Cannery Row,Phoenix,AZ,85011,2008-05-04
487,Elm Street,Denver,CO,80201,2008-05-06
489,Goshen Road,Tallahassee,FL,32301,2008-05-08
491,Island Drive,Honolulu,HI,96800-3017,2008-05-10
493,King Street,Baton Rouge,LA,70800,2008-05-12
495,Maple Street,Annapolis,MD,21400,2008-05-14
497,Oak Drive,Carson City,NV,89701,2008-05-16
499,Queen Ann Drive,Salem,OR,97301,2008-05-18
501,Stoney Way,Austin,TX,73301,2008-05-20
503,University Lane,Richmond,VA,23173-1823,2008-05-22
505,Willow Road,Charleston,WV,25300,2008-05-24
507,Bowery Estates,Montgomery,AL,36100,2008-05-26
509,Dogwood Drive,Sacramento,CA,94203,2008-05-28
511,Fir Street,Washington,DC,20510-0001,2008-05-30
513,The Highlands,Atlanta,GA,30026,2008-06-01
515,James Road,Springfield,IL,62700,2008-06-03
517,Larch Mont Road,Boston,MA,02138-7190,2008-06-05
519,New Pike Road,Trenton,NJ,8600,2008-06-07
521,Pine Place,Albany,NY,12200-2837,2008-06-09
523,Race Track Road,Harrisburg,PA,17100,2008-06-11
525,Tamarack Road,Salt Lake City,UT,84100,2008-06-13
527,Valley Road,Olympia,WA,98507,2008-06-15
529,Apple Lane,Juneau,AK,99801,2008-06-17
531,Cannery Row,Phoenix,AZ,85011,2008-06-19
533,Elm Street,Denver,CO,80201,2008-06-21
535,Goshen Road,Tallahassee,FL,32301,2008-06-23
537,Island Drive,Honolulu,HI,96800-3017,2008-06-25
539,King Street,Baton Rouge,LA,70800,2008-06-27
541,Maple Street,Annapolis,MD,21400,2008-06-29
543,Oak Drive,Carson City,NV,89701,2008-07-01
545,Queen Ann Drive,Salem,OR,97301,2008-07-03
547,Stoney Way,Austin,TX,73301,2008-07-05
549,University Lane,Richmond,VA,23173-1823,2008-07-07
551,Willow Road,Charleston,WV,25300,2008-07-09
553,Bowery Estates,Montgomery,AL,36100,2008-07-11
555,Dogwood Drive,Sacramento,CA,94203,2008-07-13
557,Fir Street,Washington,DC,20510-0001,2008-07-15
559,The Highlands,Atlanta,GA,30026,2008-07-17
561,James Road,Springfield,IL,62700,2008-07-19
563,Larch Mont Road,Boston,MA,02138-7190,2008-07-21
565,New Pike Road,Trenton,NJ,8600,2008-07-23
567,Pine Place,Albany,NY,12200-2837,2008-07-25
569,Race Track Road,Harrisburg,PA,17100,2008-07-27
571,Tamarack Road,Salt Lake City,UT,84100,2008-07-29
573,Valley Road,Olympia,WA,98507,2008-07-31
575,Apple Lane,Juneau,AK,99801,2008-08-02
577,Cannery Row,Phoenix,AZ,85011,2008-08-04
579,Elm Street,Denver,CO,80201,2008-08-06
581,Goshen Road,Tallahassee,FL,32301,2008-08-08
583,Island Drive,Honolulu,HI,96800-3017,2008-08-10
585,King Street,Baton Rouge,LA,70800,2008-08-12
587,Maple Street,Annapolis,MD,21400,2008-08-14
589,Oak Drive,Carson City,NV,89701,2008-08-16
591,Queen Ann Drive,Salem,OR,97301,2008-08-18
593,Stoney Way,Austin,TX,73301,2008-08-20
595,University Lane,Richmond,VA,23173-1823,2008-08-22
597,Willow Road,Charleston,WV,25300,2008-08-24
599,Bowery Estates,Montgomery,AL,36100,2008-08-26
601,Dogwood Drive,Sacramento,CA,94203,2008-08-28
603,Fir Street,Washington,DC,20510-0001,2008-08-30
605,The Highlands,Atlanta,GA,30026,2008-09-01
607,James Road,Springfield,IL,62700,2008-09-03
609,Larch Mont Road,Boston,MA,02138-7190,2008-09-05
611,New Pike Road,Trenton,NJ,8600,2008-09-07
613,Pine Place,Albany,NY,12200-2837,2008-09-09
615,Race Track Road,Harrisburg,PA,17100,2008-09-11
617,Tamarack Road,Salt Lake City,UT,84100,2008-09-13
619,Valley Road,Olympia,WA,98507,2008-09-15
621,Apple Lane,Juneau,AK,99801,2008-09-17
623,Cannery Row,Phoenix,AZ,85011,2008-09-19
625,Elm Street,Denver,CO,80201,2008-09-21
627,Goshen Road,Tallahassee,FL,32301,2008-09-23
629,Island Drive,Honolulu,HI,96800-3017,2008-09-25
631,King Street,Baton Rouge,LA,70800,2008-09-27
633,Maple Street,Annapolis,MD,21400,2008-09-29
635,Oak Drive,Carson City,NV,89701,2008-10-01
637,Queen Ann Drive,Salem,OR,97301,2008-10-03
639,Stoney Way,Austin,TX,73301,2008-10-05
641,University Lane,Richmond,VA,23173-1823,2008-10-07
643,Willow Road,Charleston,WV,25300,2008-10-09
645,Bowery Estates,Montgomery,AL,36100,2008-10-11
647,Dogwood Drive,Sacramento,CA,94203,2008-10-13
649,Fir Street,Washington,DC,20510-0001,2008-10-15
651,The Highlands,Atlanta,GA,30026,2008-10-17
653,James Road,Springfield,IL,62700,2008-10-19
655,Larch Mont Road,Boston,MA,02138-7190,2008-10-21
657,New Pike Road,Trenton,NJ,8600,2008-10-23
659,Pine Place,Albany,NY,12200-2837,2008-10-25
661,Race Track Road,Harrisburg,PA,17100,2008-10-27
663,Tamarack Road,Salt Lake City,UT,84100,2008-10-29
665,Valley Road,Olympia,WA,98507,2008-10-31
667,Apple Lane,Juneau,AK,99801,2008-11-02
669,Cannery Row,Phoenix,AZ,85011,2008-11-04
671,Elm Street,Denver,CO,80201,2008-11-06
673,Goshen Road,Tallahassee,FL,32301,2008-11-08
675,Island Drive,Honolulu,HI,96800-3017,2008-11-10
677,King Street,Baton Rouge,LA,70800,2008-11-12
679,Maple Street,Annapolis,MD,21400,2008-11-14
681,Oak Drive,Carson City,NV,89701,2008-11-16
683,Queen Ann Drive,Salem,OR,97301,2008-11-18
685,Stoney Way,Austin,TX,73301,2008-11-20
687,University Lane,Richmond,VA,23173-1823,2008-11-22
689,Willow Road,Charleston,WV,25300,2008-11-24
691,Bowery Estates,Montgomery,AL,36100,2008-11-26
693,Dogwood Drive,Sacramento,CA,94203,2008-11-28
695,Fir Street,Washington,DC,20510-0001,2008-11-30
697,The Highlands,Atlanta,GA,30026,2008-12-02
699,James Road,Springfield,IL,62700,2008-12-04
701,Larch Mont Road,Boston,MA,02138-7190,2008-12-06
703,New Pike Road,Trenton,NJ,8600,2008-12-08
705,Pine Place,Albany,NY,12200-2837,2008-12-10
707,Race Track Road,Harrisburg,PA,17100,2008-12-12
709,Tamarack Road,Salt Lake City,UT,84100,2008-12-14
711,Valley Road,Olympia,WA,98507,2008-12-16
713,Apple Lane,Juneau,AK,99801,2008-12-18
715,Cannery Row,Phoenix,AZ,85011,2008-12-20
717,Elm Street,Denver,CO,80201,2008-12-22
719,Goshen Road,Tallahassee,FL,32301,2008-12-24
721,Island Drive,Honolulu,HI,96800-3017,2008-12-26
723,King Street,Baton Rouge,LA,70800,2008-12-28
725,Maple Street,Annapolis,MD,21400,2008-12-30
727,Oak Drive,Carson City,NV,89701,2009-01-01
729,Queen Ann Drive,Salem,OR,97301,2009-01-03
731,Stoney Way,Austin,TX,73301,2008-01-06
733,University Lane,Richmond,VA,23173-1823,2008-01-08
735,Willow Road,Charleston,WV,25300,2008-01-10
737,Bowery Estates,Montgomery,AL,36100,2008-01-12
739,Dogwood Drive,Sacramento,CA,94203,2008-01-14
741,Fir Street,Washington,DC,20510-0001,2008-01-16
743,The Highlands,Atlanta,GA,30026,2008-01-18
745,James Road,Springfield,IL,62700,2008-01-20
747,Larch Mont Road,Boston,MA,02138-7190,2008-01-22
749,New Pike Road,Trenton,NJ,8600,2008-01-24
751,Pine Place,Albany,NY,12200-2837,2008-01-26
753,Race Track Road,Harrisburg,PA,17100,2008-01-28
755,Tamarack Road,Salt Lake City,UT,84100,2008-01-30
757,Valley Road,Olympia,WA,98507,2008-02-01
759,Apple Lane,Juneau,AK,99801,2008-02-03
761,Cannery Row,Phoenix,AZ,85011,2008-02-05
763,Elm Street,Denver,CO,80201,2008-02-07
765,Goshen Road,Tallahassee,FL,32301,2008-02-09
767,Island Drive,Honolulu,HI,96800-3017,2008-02-11
769,King Street,Baton Rouge,LA,70800,2008-02-13
771,Maple Street,Annapolis,MD,21400,2008-02-15
773,Oak Drive,Carson City,NV,89701,2008-02-17
775,Queen Ann Drive,Salem,OR,97301,2008-02-19
777,Stoney Way,Austin,TX,73301,2008-02-21
779,University Lane,Richmond,VA,23173-1823,2008-02-23
781,Willow Road,Charleston,WV,25300,2008-02-25
783,Bowery Estates,Montgomery,AL,36100,2008-02-27
785,Dogwood Drive,Sacramento,CA,94203,2008-02-29
787,Fir Street,Washington,DC,20510-0001,2008-03-02
789,The Highlands,Atlanta,GA,30026,2008-03-04
791,James Road,Springfield,IL,62700,2008-03-06
793,Larch Mont Road,Boston,MA,02138-7190,2008-03-08
795,New Pike Road,Trenton,NJ,8600,2008-03-10
797,Pine Place,Albany,NY,12200-2837,2008-03-12
799,Race Track Road,Harrisburg,PA,17100,2008-03-14
801,Tamarack Road,Salt Lake City,UT,84100,2008-03-16
803,Valley Road,Olympia,WA,98507,2008-03-18
805,Apple Lane,Juneau,AK,99801,2008-03-20
807,Cannery Row,Phoenix,AZ,85011,2008-03-22
809,Elm Street,Denver,CO,80201,2008-03-24
811,Goshen Road,Tallahassee,FL,32301,2008-03-26
813,Island Drive,Honolulu,HI,96800-3017,2008-03-28
815,King Street,Baton Rouge,LA,70800,2008-03-30
817,Maple Street,Annapolis,MD,21400,2008-04-01
819,Oak Drive,Carson City,NV,89701,2008-04-03
821,Queen Ann Drive,Salem,OR,97301,2008-04-05
823,Stoney Way,Austin,TX,73301,2008-04-07
825,University Lane,Richmond,VA,23173-1823,2008-04-09
827,Willow Road,Charleston,WV,25300,2008-04-11
829,Bowery Estates,Montgomery,AL,36100,2008-04-13
831,Dogwood Drive,Sacramento,CA,94203,2008-04-15
833,Fir Street,Washington,DC,20510-0001,2008-04-17
835,The Highlands,Atlanta,GA,30026,2008-04-19
837,James Road,Springfield,IL,62700,2008-04-21
839,Larch Mont Road,Boston,MA,02138-7190,2008-04-23
841,New Pike Road,Trenton,NJ,8600,2008-04-25
843,Pine Place,Albany,NY,12200-2837,2008-04-27
845,Race Track Road,Harrisburg,PA,17100,2008-04-29
847,Tamarack Road,Salt Lake City,UT,84100,2008-05-01
849,Valley Road,Olympia,WA,98507,2008-05-03
851,Apple Lane,Juneau,AK,99801,2008-05-05
853,Cannery Row,Phoenix,AZ,85011,2008-05-07
855,Elm Street,Denver,CO,80201,2008-05-09
857,Goshen Road,Tallahassee,FL,32301,2008-05-11
859,Island Drive,Honolulu,HI,96800-3017,2008-05-13
861,King Street,Baton Rouge,LA,70800,2008-05-15
863,Maple Street,Annapolis,MD,21400,2008-05-17
865,Oak Drive,Carson City,NV,89701,2008-05-19
867,Queen Ann Drive,Salem,OR,97301,2008-05-21
869,Stoney Way,Austin,TX,73301,2008-05-23
871,University Lane,Richmond,VA,23173-1823,2008-05-25
873,Willow Road,Charleston,WV,25300,2008-05-27
875,Bowery Estates,Montgomery,AL,36100,2008-05-29
877,Dogwood Drive,Sacramento,CA,94203,2008-05-31
879,Fir Street,Washington,DC,20510-0001,2008-06-02
881,The Highlands,Atlanta,GA,30026,2008-06-04
883,James Road,Springfield,IL,62700,2008-06-06
885,Larch Mont Road,Boston,MA,02138-7190,2008-06-08
887,New Pike Road,Trenton,NJ,8600,2008-06-10
889,Pine Place,Albany,NY,12200-2837,2008-06-12
891,Race Track Road,Harrisburg,PA,17100,2008-06-14
893,Tamarack Road,Salt Lake City,UT,84100,2008-06-16
895,Valley Road,Olympia,WA,98507,2008-06-18
897,Apple Lane,Juneau,AK,99801,2008-06-20
899,Cannery Row,Phoenix,AZ,85011,2008-06-22
901,Elm Street,Denver,CO,80201,2008-06-24
903,Goshen Road,Tallahassee,FL,32301,2008-06-26
905,Island Drive,Honolulu,HI,96800-3017,2008-06-28
907,King Street,Baton Rouge,LA,70800,2008-06-30
909,Maple Street,Annapolis,MD,21400,2008-07-02
911,Oak Drive,Carson City,NV,89701,2008-07-04
913,Queen Ann Drive,Salem,OR,97301,2008-07-06
915,Stoney Way,Austin,TX,73301,2008-07-08
917,University Lane,Richmond,VA,23173-1823,2008-07-10
919,Willow Road,Charleston,WV,25300,2008-07-12
921,Bowery Estates,Montgomery,AL,36100,2008-07-14
923,Dogwood Drive,Sacramento,CA,94203,2008-07-16
925,Fir Street,Washington,DC,20510-0001,2008-07-18
927,The Highlands,Atlanta,GA,30026,2008-07-20
929,James Road,Springfield,IL,62700,2008-07-22
931,Larch Mont Road,Boston,MA,02138-7190,2008-07-24
933,New Pike Road,Trenton,NJ,8600,2008-07-26
935,Pine Place,Albany,NY,12200-2837,2008-07-28
937,Race Track Road,Harrisburg,PA,17100,2008-07-30
939,Tamarack Road,Salt Lake City,UT,84100,2008-08-01
941,Valley Road,Olympia,WA,98507,2008-08-03
943,Apple Lane,Juneau,AK,99801,2008-08-05
945,Cannery Row,Phoenix,AZ,85011,2008-08-07
947,Elm Street,Denver,CO,80201,2008-08-09
949,Goshen Road,Tallahassee,FL,32301,2008-08-11
951,Island Drive,Honolulu,HI,96800-3017,2008-08-13
953,King Street,Baton Rouge,LA,70800,2008-08-15
955,Maple Street,Annapolis,MD,21400,2008-08-17
957,Oak Drive,Carson City,NV,89701,2008-08-19
959,Queen Ann Drive,Salem,OR,97301,2008-08-21
961,Stoney Way,Austin,TX,73301,2008-08-23
963,University Lane,Richmond,VA,23173-1823,2008-08-25
965,Willow Road,Charleston,WV,25300,2008-08-27
967,Bowery Estates,Montgomery,AL,36100,2008-08-29
969,Dogwood Drive,Sacramento,CA,94203,2008-08-31
971,Fir Street,Washington,DC,20510-0001,2008-09-02
973,The Highlands,Atlanta,GA,30026,2008-09-04
975,James Road,Springfield,IL,62700,2008-09-06
977,Larch Mont Road,Boston,MA,02138-7190,2008-09-08
979,New Pike Road,Trenton,NJ,8600,2008-09-10
981,Pine Place,Albany,NY,12200-2837,2008-09-12
983,Race Track Road,Harrisburg,PA,17100,2008-09-14
985,Tamarack Road,Salt Lake City,UT,84100,2008-09-16
987,Valley Road,Olympia,WA,98507,2008-09-18
989,Apple Lane,Juneau,AK,99801,2008-09-20
991,Cannery Row,Phoenix,AZ,85011,2008-09-22
993,Elm Street,Denver,CO,80201,2008-09-24
995,Goshen Road,Tallahassee,FL,32301,2008-09-26
997,Island Drive,Honolulu,HI,96800-3017,2008-09-28
999,King Street,Baton Rouge,LA,70800,2008-09-30
1001,Maple Street,Annapolis,MD,21400,2008-10-02
1003,Oak Drive,Carson City,NV,89701,2008-10-04
